waiting duration
 74.0000000   1.8166667
 59.0000000   4.0000000
 81.0000000   3.0000000
 66.0000000   4.0000000
 87.0000000   2.0000000
 53.0000000   4.4500000
 80.0000000   2.0500000
 50.0000000   4.2500000
 87.0000000   1.9166667
 51.0000000   4.6666667
 82.0000000   1.7333333
 58.0000000   4.3833333
 81.0000000   1.7666667
 49.0000000   4.6000000
 92.0000000   1.8666667
 50.0000000   4.4500000
 88.0000000   1.6333333
 62.0000000   5.0333333
 93.0000000   1.8166667
 56.0000000   5.1000000
 89.0000000   1.6333333
 51.0000000   4.2833333
 79.0000000   2.0000000
 58.0000000   4.0000000
 82.0000000   2.0000000
 52.0000000   4.5333333
 88.0000000   2.0000000
 52.0000000   4.0000000
 78.0000000   2.9333333
 69.0000000   4.7333333
 75.0000000   3.9000000
 77.0000000   1.9500000
 53.0000000   4.1166667
 80.0000000   1.8000000
 55.0000000   4.6666667
 87.0000000   1.8333333
 53.0000000   4.7000000
 85.0000000   2.1166667
 61.0000000   4.7833333
 93.0000000   1.8166667
 54.0000000   4.1000000
 76.0000000   4.6500000
 80.0000000   4.0000000
 81.0000000   2.0000000
 59.0000000   4.0000000
 86.0000000   4.0000000
 78.0000000   4.2166667
 71.0000000   4.1333333
 77.0000000   3.9333333
 76.0000000   3.7500000
 94.0000000   4.4166667
 75.0000000   2.4666667
 50.0000000   4.1666667
 83.0000000   3.8000000
 82.0000000   4.3166667
 72.0000000   3.8666667
 77.0000000   4.6833333
 75.0000000   1.7000000
 65.0000000   4.9666667
 79.0000000   4.2666667
 72.0000000   4.5833333
 78.0000000   4.0000000
 77.0000000   4.0000000
 79.0000000   4.0000000
 75.0000000   4.0000000
 78.0000000   1.9833333
 64.0000000   4.6000000
 80.0000000   0.8333333
 49.0000000   4.9166667
 88.0000000   1.7333333
 54.0000000   4.5833333
 85.0000000   1.7000000
 51.0000000   4.7500000
 96.0000000   1.8333333
 50.0000000   4.5000000
 80.0000000   1.8666667
 78.0000000   4.4500000
 81.0000000   4.4500000
 72.0000000   4.0000000
 75.0000000   4.8000000
 78.0000000   4.0000000
 87.0000000   4.0000000
 69.0000000   2.0000000
 55.0000000   4.0000000
 83.0000000   1.9333333
 49.0000000   4.5833333
 82.0000000   2.0000000
 57.0000000   3.7000000
 84.0000000   2.8666667
 57.0000000   4.8333333
 84.0000000   3.4500000
 73.0000000   4.3833333
 78.0000000   1.8000000
 57.0000000   4.4000000
 79.0000000   2.4833333
 57.0000000   4.5166667
 90.0000000   2.1000000
 62.0000000   4.3500000
 87.0000000   4.3666667
 78.0000000   1.7833333
 52.0000000   4.9166667
 98.0000000   1.8166667
 48.0000000   4.0000000
 78.0000000   4.0000000
 79.0000000   4.0000000
 65.0000000   3.8666667
 84.0000000   1.8500000
 50.0000000   4.7000000
 83.0000000   2.0166667
 60.0000000   4.4666667
 80.0000000   1.8666667
 50.0000000   4.1666667
 88.0000000   1.9000000
 50.0000000   4.2500000
 84.0000000   3.2500000
 74.0000000   4.2166667
 76.0000000   1.8833333
 65.0000000   4.9833333
 89.0000000   1.8500000
 49.0000000   4.0000000
 88.0000000   1.9666667
 51.0000000   4.7666667
 78.0000000   4.0000000
 85.0000000   2.0000000
 65.0000000   4.0000000
 75.0000000   4.0000000
 77.0000000   2.3833333
 69.0000000   4.4166667
 92.0000000   4.2166667
 68.0000000   4.3666667
 87.0000000   2.0000000
 61.0000000   4.4500000
 81.0000000   1.7500000
 55.0000000   4.5000000
 93.0000000   1.6166667
 53.0000000   4.7000000
 84.0000000   2.5666667
 70.0000000   3.7000000
 73.0000000   4.2333333
 93.0000000   1.9333333
 50.0000000   4.3500000
 87.0000000   4.0000000
 77.0000000   4.0000000
 74.0000000   4.0000000
 72.0000000   4.2166667
 82.0000000   4.0000000
 74.0000000   4.1333333
 80.0000000   1.8833333
 49.0000000   4.4666667
 91.0000000   1.9500000
 53.0000000   4.2166667
 86.0000000   1.7166667
 49.0000000   4.4500000
 79.0000000   4.2500000
 89.0000000   3.9666667
 87.0000000   4.3833333
 76.0000000   1.9666667
 59.0000000   4.4500000
 80.0000000   4.2666667
 89.0000000   1.9166667
 45.0000000   4.4166667
 93.0000000   3.0000000
 72.0000000   4.0000000
 71.0000000   2.0000000
 54.0000000   4.0000000
 79.0000000   3.2833333
 74.0000000   1.8333333
 65.0000000   4.6166667
 78.0000000   1.8333333
 57.0000000   4.6166667
 87.0000000   4.6000000
 72.0000000   4.2500000
 84.0000000   1.9333333
 47.0000000   4.9833333
 84.0000000   1.9666667
 57.0000000   4.3000000
 87.0000000   4.2000000
 68.0000000   4.5333333
 86.0000000   4.4000000
 75.0000000   4.6166667
 73.0000000   2.0000000
 53.0000000   4.0000000
 82.0000000   4.0000000
 93.0000000   3.9166667
 77.0000000   2.0000000
 54.0000000   4.5000000
 96.0000000   1.8000000
 48.0000000   4.0000000
 89.0000000   2.7500000
 63.0000000   4.7333333
 84.0000000   3.9666667
 76.0000000   1.9500000
 62.0000000   4.9666667
 83.0000000   1.8500000
 50.0000000   4.8000000
 85.0000000   4.0000000
 78.0000000   4.0000000
 78.0000000   4.0000000
 81.0000000   4.0000000
 78.0000000   4.0000000
 76.0000000   4.0000000
 74.0000000   4.0000000
 81.0000000   2.0000000
 66.0000000   4.0000000
 84.0000000   1.9333333
 48.0000000   4.3333333
 93.0000000   1.6666667
 47.0000000   4.7666667
 87.0000000   1.9500000
 51.0000000   4.6833333
 78.0000000   1.9333333
 54.0000000   4.4166667
 87.0000000   2.1333333
 52.0000000   4.0833333
 85.0000000   2.0666667
 58.0000000   4.0000000
 88.0000000   4.0000000
 79.0000000   2.0000000
